,seqno,object_type,v_object_name,object_name,field_name,data_type,pk_fk,required,sample_value
3329,123,View,vBDMSPatientNewBorn,PatientBirthRegister,CBFTPUID,int,FK,N,
3330,123,View,vBDMSPatientNewBorn,PatientBirthRegister,CBFTPText,nvarchar,,N,
3331,123,View,vBDMSPatientNewBorn,PatientBirthRegister,BabyPatientUID,bigint,FK,N,562420
3332,123,View,vBDMSPatientNewBorn,PatientBirthRegister,BTLR,nvarchar,,N,36.8
3333,123,View,vBDMSPatientNewBorn,PatientBirthRegister,BTNSY,nvarchar,,N,36.1
3334,123,View,vBDMSPatientNewBorn,PatientBirthRegister,YESNOUID,int,FK,N,108
3335,123,View,vBDMSPatientNewBorn,PatientBirthRegister,PediatricianUID,int,FK,N,1598
3336,123,View,vBDMSPatientNewBorn,BirthScore,PatientBirthRegisterUID,bigint,FK,Y,1
3337,123,View,vBDMSPatientNewBorn,BirthScore,SIGNUID,int,FK,N,5092
3338,123,View,vBDMSPatientNewBorn,BirthScore,SCORE0UID,int,FK,N,5067
3339,123,View,vBDMSPatientNewBorn,BirthScore,SCORE1UID,int,FK,N,5067
3340,123,View,vBDMSPatientNewBorn,BirthScore,SCORE2UID,int,FK,N,5067
3341,123,View,vBDMSPatientNewBorn,BirthScore,StatusFlag,nvarchar,,Y,A
3342,124,View,vBDMSPatientOrder,ItemAverageCost,ItemMasterUID,int,FK,Y,2
3343,124,View,vBDMSPatientOrder,ItemAverageCost,AvgCost,float,,Y,240
3357,124,View,vBDMSPatientOrder,PatientOrder,IdentifyingUID,bigint,FK,N,
3370,124,View,vBDMSPatientOrder,Prescription,PRSSTUID,int,FK,N,67963
3372,124,View,vBDMSPatientOrder,Request,UID,bigint,PK,Y,59605
3373,124,View,vBDMSPatientOrder,Request,StatusFlag,nvarchar,,Y,A
3374,124,View,vBDMSPatientOrder,Request,RequestNumber,nvarchar,,N,
3407,124,View,vBDMSPatientOrder,PatientOrderDetail,OwnerOrganisationUID,int,FK,Y,18
3417,124,View,vBDMSPatientOrder,PatientOrderDetail,Discount,float,,N,
3443,124,View,vBDMSPatientOrder,Speciality,Name,nvarchar,,N,______ (ORTHOPAEDIST)
3457,125,View,vBDMSPatientOrderDetail,PAtientBillableItem,StatusFlag,nvarchar,,Y,A
3460,125,View,vBDMSPatientOrderDetail,PAtientBillableItem,ItemMultiplier,float,,N,1
3461,125,View,vBDMSPatientOrderDetail,PatientBillableItem,PayorUID,int,FK,N,
3462,125,View,vBDMSPatientOrderDetail,PAtientBillableItem,PatientOrderDetailUID,bigint,FK,N,
3479,125,View,vBDMSPatientOrderDetail,PatientOrder,IsIPFill,nvarchar,,N,
3487,125,View,vBDMSPatientOrderDetail,Prescription,VerifiedByUserUID,int,FK,N,
3488,125,View,vBDMSPatientOrderDetail,Prescription,VerifiedDttm,datetime,,N,
3517,125,View,vBDMSPatientOrderDetail,PatientOrderDetail,InstructionText,nvarchar,,N,
3522,125,View,vBDMSPatientOrderDetail,PatientOrderDetail,PatientPackageUID,bigint,FK,N,
3536,125,View,vBDMSPatientOrderDetail,PatientOrderDetailHistory,UID,bigint,PK,Y,45630
3537,125,View,vBDMSPatientOrderDetail,PatientOrderDetailHistory,PatientOrderDetailUID,bigint,FK,Y,0
3538,125,View,vBDMSPatientOrderDetail,PatientOrderDetailHistory,Comments,nvarchar,,N,
3539,125,View,vBDMSPatientOrderDetail,PatientOrderDetailHistory,StatusFlag,nvarchar,,Y,A
3599,127,View,vBDMSPatientPresEng,DrugInstruction,DrugCatalogItemUID,int,FK,Y,1
3600,127,View,vBDMSPatientPresEng,DrugInstruction,INSTYPUID,int,FK,Y,4849
3601,127,View,vBDMSPatientPresEng,DrugInstruction,InstructionText,nvarchar,,N,Keep In Refrigerator
3602,127,View,vBDMSPatientPresEng,DrugInstruction,StatusFlag,nvarchar,,Y,A
3612,127,View,vBDMSPatientPresEng,Prescription,OrderToLocationUID,int,FK,N,
3616,127,View,vBDMSPatientPresEng,PrescriptionItem,IdentifyingOID,int,,Y,39
3618,127,View,vBDMSPatientPresEng,PrescriptionItem,ROUTEUID,int,FK,N,67967
3625,127,View,vBDMSPatientPresEng,PrescriptionItem,DrugDuration,nvarchar,,N,1
3634,127,View,vBDMSPatientPresEng,Itemmaster,UID,int,PK,Y,2
3636,127,View,vBDMSPatientPresEng,Itemmaster,StatusFlag,nvarchar,,Y,A
3638,127,View,vBDMSPatientPresEng,Itemmaster,DrugCatalogItemUID,int,FK,N,
3709,129,View,vBDMSPatientPresEngFromOrderItem,PatientOrder,AuthorizedByUID,int,FK,N,
3721,129,View,vBDMSPatientPresEngFromOrderItem,PatientOrderDetail,ROUTEUID,int,FK,N,
3725,129,View,vBDMSPatientPresEngFromOrderItem,PatientOrderDetail,DrugDuration,nvarchar,,N,1
3747,130,View,vBDMSPatientPresThai,DrugInstruction,LocalInstructionText,nvarchar,,N,_______________
3793,131,View,vBDMSPatientVisit,PatientServiceEvent,UID,bigint,PK,Y,6893900
3796,131,View,vBDMSPatientVisit,PatientServiceEvent,CWhen,datetime,,Y,Jan  6 2017 11:15AM
3797,131,View,vBDMSPatientVisit,PatientServiceEvent,MWhen,datetime,,Y,Jun  8 2014  2:31AM
3847,131,View,vBDMSPatientVisit,PatientVisit,ReferredBy,nvarchar,,N,
3852,131,View,vBDMSPatientVisit,PatientVisit,CurrentServiceUID,int,FK,N,
3853,131,View,vBDMSPatientVisit,PatientVisit,IsBillFinalized,nvarchar,,N,
3937,133,View,vBDMSPatientVisitList,PatientVisit,ConsultationDttm,datetime,,N,
3940,133,View,vBDMSPatientVisitList,PatientVisit,CurrentCareProviderUID,int,FK,N,
3952,134,View,vBDMSPatientVisitPayor,PayorAgreement,OPDCoverPerDay,float,,N,
3954,134,View,vBDMSPatientVisitPayor,PayorAgreement,IsLimitAfterDiscount,nvarchar,,N,Y
3963,134,View,vBDMSPatientVisitPayor,PatientVisitPayor,EligibileAmount,float,,N,
3966,134,View,vBDMSPatientVisitPayor,PatientVisitPayor,PBLCTUID,int,FK,Y,0
3969,134,View,vBDMSPatientVisitPayor,PatientVisitPayor,ActiveFrom,datetime,,N,Jun  8 2014  2:31AM
3970,134,View,vBDMSPatientVisitPayor,PatientVisitPayor,ActiveTo,datetime,,N,
3971,134,View,vBDMSPatientVisitPayor,PatientVisitPayor,ClaimPercentage,float,,N,100
3972,134,View,vBDMSPatientVisitPayor,PatientVisitPayor,FixedCopayAmount,float,,N,
3979,135,View,vBDMSPaymentDetail,PatientPaymentDetail,PatientUID,bigint,FK,N,6
3986,135,View,vBDMSPaymentDetail,PatientPaymentDetail,CardExpiryDttm,datetime,,N,
3989,135,View,vBDMSPaymentDetail,PatientPaymentDetail,BankName,nvarchar,,N,
3990,135,View,vBDMSPaymentDetail,PatientPaymentDetail,RefundReceiptNumber,nvarchar,,N,
3991,135,View,vBDMSPaymentDetail,PatientPaymentDetail,Comments,nvarchar,,N,Test Bconnect war room
3992,135,View,vBDMSPaymentDetail,PatientPaymentDetail,IsAdvance,nvarchar,,N,Y
4005,136,View,vBDMSPayorOfficePlanPayor,PayorDetail,MWhen,datetime,,Y,Apr  1 2016  2:08AM
4030,137,View,vBDMSPayorPlan,PayorAgreement,ClaimPercentage,float,,N,100
4054,139,View,vBDMSPharHistorySticker,BDMSPharHistorySticker,UID,int,PK,Y,
4055,139,View,vBDMSPharHistorySticker,BDMSPharHistorySticker,PrescriptionItemUID,int,FK,Y,
4056,139,View,vBDMSPharHistorySticker,BDMSPharHistorySticker,PatientName,nvarchar,,N,
4057,139,View,vBDMSPharHistorySticker,BDMSPharHistorySticker,Quantity,int,,N,
4058,139,View,vBDMSPharHistorySticker,BDMSPharHistorySticker,DrugName,nvarchar,,N,
4059,139,View,vBDMSPharHistorySticker,BDMSPharHistorySticker,LabelText,nvarchar,,N,
4060,139,View,vBDMSPharHistorySticker,BDMSPharHistorySticker,Dosage,float,,N,
4061,139,View,vBDMSPharHistorySticker,BDMSPharHistorySticker,ItemUOM,nvarchar,,N,
4062,139,View,vBDMSPharHistorySticker,BDMSPharHistorySticker,Frequency,nvarchar,,N,
4063,139,View,vBDMSPharHistorySticker,BDMSPharHistorySticker,PatientInstruction,nvarchar,,N,
4064,139,View,vBDMSPharHistorySticker,BDMSPharHistorySticker,DoctorInstruction,nvarchar,,N,
4065,139,View,vBDMSPharHistorySticker,BDMSPharHistorySticker,CUser,int,,Y,
4066,139,View,vBDMSPharHistorySticker,BDMSPharHistorySticker,CWhen,datetime,,Y,
4067,139,View,vBDMSPharHistorySticker,BDMSPharHistorySticker,MUser,int,,Y,
4068,139,View,vBDMSPharHistorySticker,BDMSPharHistorySticker,MWhen,datetime,,Y,
4069,139,View,vBDMSPharHistorySticker,BDMSPharHistorySticker,StatusFlag,varchar,,Y,
4070,139,View,vBDMSPharHistorySticker,BDMSPharHistorySticker,IdentifyingType,nvarchar,,N,
4071,139,View,vBDMSPharHistorySticker,BDMSPharHistorySticker,OwnerOrganisationUID,int,FK,Y,
4077,140,View,vBDMSPrescription,Prescription,PRITYUID,int,FK,Y,169
4082,140,View,vBDMSPrescription,Prescription,Comments,nvarchar,,Y,
4084,140,View,vBDMSPrescription,Prescription,OwnerOrganisationUID,int,FK,Y,18
4085,140,View,vBDMSPrescription,Prescription,DispensedDttm,datetime,,N,
4090,140,View,vBDMSPrescription,Prescription,IsIPFill,nvarchar,,N,
4106,141,View,VBDMSPresItemOwnMed,PrescriptionItem,MWhen,datetime,,Y,Jun  8 2014  3:53AM
4112,141,View,VBDMSPresItemOwnMed,PrescriptionItem,LocalInstructionText,nvarchar,,N,
4123,142,View,vBDMSR2CDEBIT,PatientPaymentDetail,CUser,int,,Y,2441
4125,142,View,vBDMSR2CDEBIT,PatientPaymentDetail,OwnerOrganisationUID,int,FK,Y,18
4130,142,View,vBDMSR2CDEBIT,PatientPaymentDetail,ParentBillNumber,nvarchar,,N,
4131,142,View,vBDMSR2CDEBIT,PatientPaymentDetail,ParentReceiptNumber,nvarchar,,N,
4132,142,View,vBDMSR2CDEBIT,PatientPaymentDetail,OpticalOrderUID,bigint,FK,N,
4133,142,View,vBDMSR2CDEBIT,PatientPaymentDetail,BankUID,int,FK,N,
4134,142,View,vBDMSR2CDEBIT,PatientPaymentDetail,Branch,nvarchar,,N,
4140,142,View,vBDMSR2CDEBIT,Patient,DOBComputed,nvarchar,,Y,0
4165,143,View,vBDMSR2CITemPatientBillableitem,PatientBillableItem,OrderSetUID,int,FK,N,
4170,143,View,vBDMSR2CITemPatientBillableitem,BillingService,UID,int,PK,Y,1
4171,143,View,vBDMSR2CITemPatientBillableitem,BillingService,ServiceCode,nvarchar,,Y,410101
4172,143,View,vBDMSR2CITemPatientBillableitem,BillingService,Description,nvarchar,,N,_________________(Drugs/Medicine)
4173,143,View,vBDMSR2CITemPatientBillableitem,fBDMSGetDoctorR2C,Order Item Order Doctor Unique Number,int,,Y,
4174,143,View,vBDMSR2CITemPatientBillableitem,fBDMSGetDoctorR2C,Order Item Order Doctor Code,nvarchar,,Y,
4175,143,View,vBDMSR2CITemPatientBillableitem,fBDMSGetDoctorR2C,Order Item Order Doctor Description,nvarchar,,Y,
4176,143,View,vBDMSR2CITemPatientBillableitem,fBDMSGetDoctorR2C,Order Item Executed Date,varchar,,Y,
4177,143,View,vBDMSR2CITemPatientBillableitem,fBDMSGetDoctorR2C,Order Item Executed Time,varchar,,Y,
4178,143,View,vBDMSR2CITemPatientBillableitem,fBDMSGetDoctorR2C,Order Item Executed Doctor Unique Number,int,,Y,
4179,143,View,vBDMSR2CITemPatientBillableitem,fBDMSGetDoctorR2C,Order Item Executed Doctor Code,nvarchar,,Y,
4180,143,View,vBDMSR2CITemPatientBillableitem,fBDMSGetDoctorR2C,Order Item Executed Doctor Description,nvarchar,,Y,
4181,143,View,vBDMSR2CITemPatientBillableitem,fBDMSGetDoctorR2C,Order Item Verified Date,varchar,,Y,
4182,143,View,vBDMSR2CITemPatientBillableitem,fBDMSGetDoctorR2C,Order Item Verified Time,varchar,,Y,
4183,143,View,vBDMSR2CITemPatientBillableitem,fBDMSGetDoctorR2C,Order Item Verified Doctor Unique Number,int,,Y,
4184,143,View,vBDMSR2CITemPatientBillableitem,fBDMSGetDoctorR2C,Order Item Verified Doctor Code,nvarchar,,Y,
4185,143,View,vBDMSR2CITemPatientBillableitem,fBDMSGetDoctorR2C,Order Item Verified Doctor Description,nvarchar,,Y,
4186,143,View,vBDMSR2CITemPatientBillableitem,fBDMSgetReferencevalue,ValueCode,nvarchar,,Y,
4187,143,View,vBDMSR2CITemPatientBillableitem,fBDMSgetReferencevalue,DescriptionName,nvarchar,,Y,
4189,143,View,vBDMSR2CITemPatientBillableitem,PatientPackage,BillPackageUID,int,FK,N,45
4194,143,View,vBDMSR2CITemPatientBillableitem,PatientOrderDetail,CWhen,datetime,,Y,Jun  8 2014  2:31AM
4207,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolBillingroup,SubBillUID,int,FK,Y,
4208,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolBillingroup,SubBillCode,nvarchar,,Y,
4209,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolBillingroup,SubBillName,nvarchar,,Y,
4210,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolBillingroup,GrpBillUID,int,FK,Y,
4211,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolBillingroup,GrpBillCode,nvarchar,,Y,
4212,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolBillingroup,GrpBillName,nvarchar,,Y,
4213,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolLocation,UIDLocation,int,,Y,
4214,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolLocation,Codelocation,nvarchar,,Y,
4215,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolLocation,NameLocation,nvarchar,,Y,
4216,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolLocation,UIDDepartment,int,,Y,
4217,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolLocation,CodeDepartment,int,,Y,
4218,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolLocation,NameDepartment,nvarchar,,Y,
4221,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolOrderSet,UIDOrderSet,int,,Y,
4222,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolOrderSet,CodeOrderSet,nvarchar,,Y,
4223,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolOrderSet,NameOrderSet,nvarchar,,Y,
4224,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolOrderSet,UIDOrdetSetSubcatOrderSet,int,,Y,
4225,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolOrderSet,CodeOrdetSetSubcatOrderSet,nvarchar,,Y,
4226,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolOrderSet,NameOrdetSetSubcatOrderSet,nvarchar,,Y,
4227,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolOrderSet,UIDOrderCatOrderSet,int,,Y,
4228,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolOrderSet,CodeOrderCatOrderSet,nvarchar,,Y,
4229,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolOrderSet,NameOrderCatOrderSet,nvarchar,,Y,
4230,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolOrderSet,UIDBillSubOrderSet,int,,Y,
4231,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolOrderSet,CodeBillSubOrderSet,nvarchar,,Y,
4232,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolOrderSet,NameBillSubOrderSet,nvarchar,,Y,
4233,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolOrderSet,UIDBillGrpOrderSet,int,,Y,
4234,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolOrderSet,CodeBillGrpOrderSet,nvarchar,,Y,
4235,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolOrderSet,NameBillGrpOrderSet,nvarchar,,Y,
4236,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolOrderCatSubcat,SubCatUID,int,FK,Y,
4237,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolOrderCatSubcat,SubCatCode,nvarchar,,Y,
4238,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolOrderCatSubcat,SubcatName,nvarchar,,Y,
4239,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolOrderCatSubcat,OrderCatUID,int,FK,Y,
4240,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolOrderCatSubcat,OrderCatCode,nvarchar,,Y,
4241,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolOrderCatSubcat,OrderCatName,nvarchar,,Y,
4242,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolPackage,UIDPackage,int,,Y,
4243,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolPackage,CodePackage,nvarchar,,Y,
4244,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolPackage,NamePackage,nvarchar,,Y,
4245,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolPackage,UIDSubcatPackage,int,,Y,
4246,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolPackage,CodeSubcatPackage,nvarchar,,Y,
4247,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolPackage,NameSubcatPackage,nvarchar,,Y,
4248,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolPackage,UIDCatPackage,int,,Y,
4249,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolPackage,CodeCatPackage,nvarchar,,Y,
4250,143,View,vBDMSR2CITemPatientBillableitem,vBDMSR2CToolPackage,NameCatPackage,nvarchar,,Y,
4259,144,View,vBDMSR2CITemPatientBilleditemBilled,PatientBilleditem,UID,bigint,PK,Y,267
4260,144,View,vBDMSR2CITemPatientBilleditemBilled,PatientBilleditem,PatientBillUID,bigint,FK,Y,1
4261,144,View,vBDMSR2CITemPatientBilleditemBilled,PatientBilleditem,EventOccuredDttm,datetime,,Y,Jun  8 2014  2:34AM
4262,144,View,vBDMSR2CITemPatientBilleditemBilled,PatientBilleditem,ServiceName,nvarchar,,Y,Lab Test
4263,144,View,vBDMSR2CITemPatientBilleditemBilled,PatientBilleditem,BillableItemUID,int,FK,Y,0
4264,144,View,vBDMSR2CITemPatientBilleditemBilled,PatientBilleditem,StatusFlag,nvarchar,,Y,A
4265,144,View,vBDMSR2CITemPatientBilleditemBilled,PatientBilleditem,PatientBillableItemUID,bigint,FK,N,0
4266,144,View,vBDMSR2CITemPatientBilleditemBilled,PatientBilleditem,Discount,float,,N,0
4267,144,View,vBDMSR2CITemPatientBilleditemBilled,PatientBilleditem,NetAmount,float,,N,120
4268,144,View,vBDMSR2CITemPatientBilleditemBilled,PatientBilleditem,ItemMultiplier,float,,N,1
4269,144,View,vBDMSR2CITemPatientBilleditemBilled,PatientBilleditem,ItemName,nvarchar,,N,Chest AP Upright
4270,144,View,vBDMSR2CITemPatientBilleditemBilled,PatientBilleditem,BillPackageUID,int,FK,N,
4271,144,View,vBDMSR2CITemPatientBilleditemBilled,PatientBilleditem,PatientOrderDetailUID,int,FK,N,
4471,146,View,vBDMSR2CITemPatientBilleditemBilledSaleReturn,PatientBilledItem,PatientOrderDetailUID,int,FK,N,
4472,146,View,vBDMSR2CITemPatientBilleditemBilledSaleReturn,SaleReturnList,SaleReturnUID,int,FK,Y,1
4473,146,View,vBDMSR2CITemPatientBilleditemBilledSaleReturn,SaleReturnList,Quantity,float,,Y,3
4474,146,View,vBDMSR2CITemPatientBilleditemBilledSaleReturn,SaleReturnList,StatusFlag,nvarchar,,Y,A
4475,146,View,vBDMSR2CITemPatientBilleditemBilledSaleReturn,SaleReturnList,PatientBilledItemUID,bigint,FK,N,
4516,146,View,vBDMSR2CITemPatientBilleditemBilledSaleReturn,SaleReturn,UID,int,PK,Y,140
4517,146,View,vBDMSR2CITemPatientBilleditemBilledSaleReturn,SaleReturn,ReturnDttm,datetime,,Y,Jun  8 2014  3:47AM
4518,146,View,vBDMSR2CITemPatientBilleditemBilledSaleReturn,SaleReturn,StatusFlag,nvarchar,,Y,A
4519,146,View,vBDMSR2CITemPatientBilleditemBilledSaleReturn,SaleReturn,ReturnID,nvarchar,,N,SRT36498
4670,148,View,vBDMSR2CPatientBill,PatientBilledItem,BDMSPatientBillableItemUID,int,FK,N,
4683,148,View,vBDMSR2CPatientBill,PatientBill,MWhen,datetime,,Y,Jun  8 2014  3:28AM
4689,148,View,vBDMSR2CPatientBill,PatientBill,RefundBillNumber,nvarchar,,N,
4693,148,View,vBDMSR2CPatientBill,PatientBill,ARFLAG,varchar,,N,
4694,148,View,vBDMSR2CPatientBill,PatientBill,ClaimAmount,decimal,,N,
4695,148,View,vBDMSR2CPatientBill,PatientBill,InsuranceNumber,varchar,,N,
4696,148,View,vBDMSR2CPatientBill,PatientBill,CancelledDttm,datetime,,N,
4817,156,View,vBDMSR2CVisitDetail,PatientEmployerDetail,StatusFlag,nvarchar,,Y,O
4820,156,View,vBDMSR2CVisitDetail,PatientEmployerDetail,EMPSTUID,int,FK,N,46126
4834,156,View,vBDMSR2CVisitDetail,fBDMSGetMEDandFinanceByVisitUIDR2C,Medical Discharge Date,varchar,,Y,
4835,156,View,vBDMSR2CVisitDetail,fBDMSGetMEDandFinanceByVisitUIDR2C,Medical Discharge Time,varchar,,Y,
4836,156,View,vBDMSR2CVisitDetail,fBDMSGetMEDandFinanceByVisitUIDR2C,Financial Discharge Date,varchar,,Y,
4837,156,View,vBDMSR2CVisitDetail,fBDMSGetMEDandFinanceByVisitUIDR2C,Financial Discharge Time,varchar,,Y,
4848,156,View,vBDMSR2CVisitDetail,PatientVisit,CurrentBedUID,int,FK,N,
4850,156,View,vBDMSR2CVisitDetail,Location,ParentLocationUID,int,FK,N,
4854,157,View,vBDMSReceivePurchase,GRNItemList,UID,int,PK,Y,1
4858,157,View,vBDMSReceivePurchase,GRNItemList,IMUOMUID,int,FK,Y,112007
4859,157,View,vBDMSReceivePurchase,GRNItemList,BatchID,nvarchar,,Y,
4863,157,View,vBDMSReceivePurchase,GRNItemList,Discount,float,,N,
4873,157,View,vBDMSReceivePurchase,GRNDetail,ManufacturerUID,int,FK,Y,3867
4877,157,View,vBDMSReceivePurchase,GRNDetail,Comments,nvarchar,,N,FF 18SUP 0100001196
4881,157,View,vBDMSReceivePurchase,GRNDetail,GRNStatusUID,int,FK,N,5410
4882,157,View,vBDMSReceivePurchase,GRNDetail,GRNTYPUID,int,FK,N,13773
4883,158,View,vBDMSreport_VSVH_ADMTRN,PatientConsultation,UID,bigint,PK,Y,1
4884,158,View,vBDMSreport_VSVH_ADMTRN,PatientConsultation,CareproviderUID,int,FK,Y,1053
4885,158,View,vBDMSreport_VSVH_ADMTRN,PatientConsultation,StatusFlag,nvarchar,,Y,D
4886,158,View,vBDMSreport_VSVH_ADMTRN,PatientConsultation,StartDttm,datetime,,N,Jun  8 2014  3:04AM
4887,158,View,vBDMSreport_VSVH_ADMTRN,PatientConsultation,EndDttm,datetime,,N,
4894,159,View,vBDMSreport_VSVH_APP1,Booking,CWhen,datetime,,Y,Jun  7 2014 11:12PM
4930,160,View,vBDMSreport_VSVH_PHAORD,PatientOrderDetail,CUser,int,,Y,1
4935,160,View,vBDMSreport_VSVH_PHAORD,PatientOrderDetail,OverwritePrice,float,,N,
4977,163,View,vBDMSReportHeaderForDiscSUM,Patient,OwnerOrganisationUID,int,FK,Y,18
4978,163,View,vBDMSReportHeaderForDiscSUM,fBDMSGetMEDandFinanceByVisitUID,Medical Discharge Date,date,,Y,
4979,163,View,vBDMSReportHeaderForDiscSUM,fBDMSGetMEDandFinanceByVisitUID,Medical Discharge Time,datetime,,Y,
4980,163,View,vBDMSReportHeaderForDiscSUM,fBDMSGetMEDandFinanceByVisitUID,Financial Discharge Date,date,,Y,
4981,163,View,vBDMSReportHeaderForDiscSUM,fBDMSGetMEDandFinanceByVisitUID,Financial Discharge Time,datetime,,Y,
5023,167,View,vBDMSResultEnter,Request,LRQSTUID,int,FK,N,5060
5024,167,View,vBDMSResultEnter,ResultComponent,UID,bigint,PK,Y,20
5025,167,View,vBDMSResultEnter,ResultComponent,ResultUID,bigint,FK,Y,1
5027,167,View,vBDMSResultEnter,RequestDetail,RequestUID,bigint,FK,Y,1
5028,167,View,vBDMSResultEnter,RequestDetail,StatusFlag,nvarchar,,Y,A
5029,167,View,vBDMSResultEnter,RequestDetail,RequestItemName,nvarchar,,N,Chest AP Upright
5030,167,View,vBDMSResultEnter,RequestDetail,PreparedDttm,datetime,,N,Jun 12 2014  1:28PM
5031,167,View,vBDMSResultEnter,RequestDetail,CareProviderGroupUID,int,FK,N,
5035,167,View,vBDMSResultEnter,Result,UID,bigint,PK,Y,974832
5036,167,View,vBDMSResultEnter,Result,RequestDetailUID,bigint,FK,Y,1
5037,167,View,vBDMSResultEnter,Result,ResultEnteredDttm,datetime,,N,Jun  8 2014  9:40AM
5038,167,View,vBDMSResultEnter,Result,RSSTSUID,int,FK,Y,67168
5039,167,View,vBDMSResultEnter,Result,CWhen,datetime,,Y,Jun  8 2014  2:56AM
5040,167,View,vBDMSResultEnter,Result,StatusFlag,nvarchar,,Y,-
5041,167,View,vBDMSResultEnter,Result,RadiologistUID,int,FK,N,2453
5046,167,View,vBDMSResultEnter,ResultTextual,UID,bigint,PK,Y,570
5047,167,View,vBDMSResultEnter,ResultTextual,ResultComponentUID,bigint,FK,Y,0
5048,167,View,vBDMSResultEnter,CareProviderGroup,UID,int,PK,Y,1
5049,167,View,vBDMSResultEnter,CareProviderGroup,CareproviderUID,int,FK,Y,2172
5050,167,View,vBDMSResultEnter,CareProviderGroup,GroupCode,nvarchar,,Y,18ANE001A
5051,167,View,vBDMSResultEnter,CareProviderGroup,GroupName,nvarchar,,Y,ANE001A ________ ______
5056,168,View,vBDMSRoleProfile,Role,UID,int,PK,Y,1
5057,168,View,vBDMSRoleProfile,Role,Name,nvarchar,,Y,Admin
5058,168,View,vBDMSRoleProfile,Role,StatusFlag,nvarchar,,Y,A
5062,168,View,vBDMSRoleProfile,Roleprofile,LocationUID,int,FK,N,3
5067,168,View,vBDMSRoleProfile,Careprovider,Qualification,nvarchar,,N,
5068,168,View,vBDMSRoleProfile,Careprovider,ActiveFrom,datetime,,Y,May 19 2014 11:03AM
5069,168,View,vBDMSRoleProfile,Careprovider,ActiveTo,datetime,,N,
5072,168,View,vBDMSRoleProfile,Careprovider,IsSuregon,nvarchar,,N,N
5074,168,View,vBDMSRoleProfile,Careprovider,IsAnaesthetist,nvarchar,,N,N
5075,168,View,vBDMSRoleProfile,Careprovider,LicenseNo,nvarchar,,N,
5076,168,View,vBDMSRoleProfile,Careprovider,IsRadiologist,nvarchar,,N,
5079,169,View,vBDMSRoleSecurity,SecurityGroupRole,SecurityGroupUID,int,FK,Y,1
5080,169,View,vBDMSRoleSecurity,SecurityGroupRole,RoleUID,int,FK,Y,1
5081,169,View,vBDMSRoleSecurity,SecurityGroupRole,StatusFlag,nvarchar,,Y,A
5082,169,View,vBDMSRoleSecurity,UIView,Code,nvarchar,,Y,ABDOMEN
5083,169,View,vBDMSRoleSecurity,UIView,StatusFlag,nvarchar,,Y,A
5085,169,View,vBDMSRoleSecurity,Role,Code,nvarchar,,N,Admin
5087,169,View,vBDMSRoleSecurity,SecuredItem,UID,int,PK,Y,1557
